NO.,name,metal,linker1,linker1_F,linker2,linker2_F,topology,N_CH4,N_N2,S_CH4_N2
26551,DB0-m3_o3_o22_f0_nbo.sym.118_repeat.cif,1,15,0,9,7,1,0.222928626,0.154535768,1.442569755
26552,DB0-m3_o2_o25_f0_nbo.sym.149_repeat.cif,1,11,0,10,7,1,0.231920264,0.160770123,1.442558228
26553,DB0-m2_o6_o28_f0_nbo.sym.43_repeat.cif,2,5,20,8,0,1,0.255131685,0.1768688,1.442491189
26554,DB0-m3_o3_o22_f0_nbo.sym.56_repeat.cif,1,15,0,9,14,1,0.217110926,0.150511752,1.442484872
26555,DB0-m2_o19_o24_f0_nbo.sym.20_repeat.cif,2,2,0,13,2,1,0.131172542,0.090936939,1.442456101
26556,DB0-m2_o2_o29_f0_nbo.sym.17_repeat.cif,2,11,0,19,2,1,0.266156869,0.184522717,1.442407058
26557,DB0-m3_o3_o20_f0_nbo.sym.30_repeat.cif,1,15,15,3,0,1,0.241006379,0.16708784,1.442393294
26558,DB0-m2_o7_o20_f0_nbo.sym.41_repeat.cif,2,7,12,3,0,1,0.193993057,0.134496048,1.442369948
26560,DB0-m3_o2_baa_repeat.cif,1,11,0,11,0,19,0.219350917,0.152079775,1.442341147
26561,DB0-m2_o2_o29_f0_nbo.sym.64_repeat.cif,2,11,17,19,0,1,0.205364845,0.142387791,1.442292517
26562,DB0-m2_o12_uml_repeat.cif,2,14,0,14,0,138,0.189532263,0.131414275,1.442250187
26563,DB0-m1_o6_o27_f0_pcu_repeat.cif,3,5,0,17,0,3,0.218399141,0.151433062,1.442215704
26564,DB0-m3_o7_o29_f0_nbo.sym.112_repeat.cif,1,7,0,19,20,1,0.309994547,0.214944981,1.442204162
26565,DB0-m2_o2_o6_f0_nbo.sym.66_repeat.cif,2,11,1,5,0,1,0.218046572,0.151199231,1.442114288
26566,DB0-m3_o7_o22_f0_nbo.sym.119_repeat.cif,1,7,0,9,16,1,0.194161092,0.134649878,1.441970057
26567,DB0-m2_o20_o27_f0_nbo.sym.40_repeat.cif,2,3,0,17,27,1,0.217382637,0.150757772,1.441933202
26568,DB0-m3_o6_o19_f0_nbo.sym.8_repeat.cif,1,5,18,2,0,1,0.207763113,0.144088665,1.441911574
26570,DB0-m3_o7_o19_f0_nbo.sym.7_repeat.cif,1,7,28,2,0,1,0.178481814,0.123794983,1.441753212
26572,DB0-m3_o2_o23_f0_nbo.sym.48_repeat.cif,1,11,0,1,12,1,0.216521583,0.150186067,1.441688881
26573,DB0-m2_o25_o32_tfz_repeat.cif,2,10,0,38,0,7,0.238552709,0.165471468,1.44165463
26574,DB0-m3_o2_o3_f0_nbo.sym.17_repeat.cif,1,11,2,15,2,1,0.229330477,0.159080171,1.441603164
26575,DB0-m3_o32_o25_tfz_repeat.cif,1,38,0,10,0,7,0.248313636,0.17225276,1.441565496
26576,DB0-m2_o2_o7_f0_nbo.sym.2_repeat.cif,2,11,11,7,0,1,0.237613064,0.164850891,1.441381738
26577,DB0-m3_o3_o19_f0_nbo.sym.27_repeat.cif,1,15,19,2,0,1,0.21527089,0.149354181,1.441344923
26578,DB0-m3_o2_o6_f0_nbo.sym.21_repeat.cif,1,11,4,5,4,1,0.182348865,0.12651906,1.441275843
26579,DB0-m2_o2_o6_f0_nbo.sym.60_repeat.cif,2,11,17,5,0,1,0.155298183,0.107750783,1.441271967
26581,DB0-m3_o23_o25_f0_nbo.sym.88_repeat.cif,1,1,0,10,21,1,0.23899314,0.165822857,1.441255716
26585,DB0-m2_o2_o19_f0_nbo.sym.1_repeat.cif,2,11,0,2,0,1,0.198358912,0.13763708,1.441173491
26587,DB0-m3_o19_o28_f0_nbo.sym.9_repeat.cif,1,2,0,8,2,1,0.201492892,0.13981374,1.441152299
26588,DB0-m3_o6_o28_f0_nbo.sym.4_repeat.cif,1,5,0,8,28,1,0.251864019,0.174766288,1.441147616
26590,DB0-m3_o6_o17_f0_nbo.sym.77_repeat.cif,1,5,17,4,0,1,0.17640654,0.122409743,1.441115194
26591,DB0-m3_o3_o22_f0_nbo.sym.90_repeat.cif,1,15,0,9,1,1,0.222601871,0.15446519,1.441113507
26592,DB0-m3_o2_o23_f0_nbo.sym.125_repeat.cif,1,11,0,1,9,1,0.223502289,0.155093591,1.441080109
26593,DB0-m3_o2_o7_f0_nbo.sym.76_repeat.cif,1,11,17,7,0,1,0.131995058,0.091596792,1.441044546
26594,DB0-m2_o19_o28_f0_nbo.sym.60_repeat.cif,2,2,0,8,6,1,0.181110291,0.125680482,1.44103753
26595,DB0-m2_o20_o27_f0_nbo.sym.23_repeat.cif,2,3,0,17,26,1,0.212066213,0.147162528,1.441034048
26597,DB0-m2_o6_o17_f0_nbo.sym.112_repeat.cif,2,5,7,4,7,1,0.20727568,0.143841583,1.440999711
26598,DB0-m2_o19_o29_f0_nbo.sym.1_repeat.cif,2,2,0,19,0,1,0.221135177,0.153460847,1.440987597
26599,DB0-m2_o7_o11_f0_nbo.sym.82_repeat.cif,2,7,0,14,8,1,0.212787418,0.14767237,1.440942662
26602,DB0-m2_o20_o22_f0_nbo.sym.50_repeat.cif,2,3,0,9,8,1,0.156565077,0.108666382,1.440786698
26603,DB0-m3_o7_o28_f0_nbo.sym.63_repeat.cif,1,7,0,8,8,1,0.290286453,0.201486171,1.440726433
26604,DB0-m3_o6_o19_f0_nbo.sym.59_repeat.cif,1,5,1,2,0,1,0.190219543,0.132031066,1.440718073
26605,DB0-m1_o27_crs_repeat.cif,3,17,0,17,0,75,0.285100263,0.197890605,1.440696298
26606,DB0-m2_o2_o29_f0_nbo.sym.77_repeat.cif,2,11,0,19,9,1,0.269705846,0.187209547,1.440662887
26607,DB0-m3_o3_o19_f0_nbo.sym.5_repeat.cif,1,15,1,2,0,1,0.209171959,0.145191682,1.440660762
26610,DB0-m2_o19_o28_f0_nbo.sym.10_repeat.cif,2,2,0,8,2,1,0.193903064,0.134599545,1.440592267
26611,DB0-m3_o6_o27_f0_nbo.sym.6_repeat.cif,1,5,0,17,28,1,0.236481613,0.164159527,1.440559783
26612,DB0-m3_o7_o24_f0_nbo.sym.1_repeat.cif,1,7,0,13,0,1,0.21273401,0.147687339,1.440434984
26613,DB0-m3_o7_o17_f0_nbo.sym.138_repeat.cif,1,7,7,4,7,1,0.203694152,0.141413464,1.440415545
26614,DB0-m2_o3_o22_f0_nbo.sym.91_repeat.cif,2,15,0,9,1,1,0.218697597,0.151830017,1.440410808
26615,DB0-m2_o11_o20_f0_nbo.sym.52_repeat.cif,2,14,21,3,0,1,0.137938954,0.095764419,1.440398798
26616,DB0-m2_o2_o25_f0_nbo.sym.27_repeat.cif,2,11,0,10,10,1,0.198311353,0.137682526,1.44035237
26617,DB0-m2_o6_o19_f0_nbo.sym.89_repeat.cif,2,5,13,2,0,1,0.201102638,0.139624248,1.440313131
26618,DB0-m2_o19_o23_f0_nbo.sym.92_repeat.cif,2,2,0,1,6,1,0.16284426,0.11306603,1.440258052
26619,DB0-m3_o19_o23_f0_nbo.sym.21_repeat.cif,1,2,0,1,2,1,0.154526166,0.107293939,1.440213381
26620,DB0-m2_o7_o20_f0_nbo.sym.49_repeat.cif,2,7,8,3,0,1,0.236637658,0.164308695,1.440201677
26622,DB0-m3_o19_o25_f0_nbo.sym.58_repeat.cif,1,2,0,10,14,1,0.150740548,0.104667833,1.440180276
26623,DB0-m2_o7_o19_f0_nbo.sym.66_repeat.cif,2,7,21,2,0,1,0.163589252,0.113591401,1.440155255
26624,DB0-m2_o2_uoc_repeat.cif,2,11,0,11,0,32,0.214651696,0.149048309,1.440148481
26625,DB0-m3_o3_o6_f0_nbo.sym.6_repeat.cif,1,15,1,5,0,1,0.237287974,0.164774194,1.440079713
26626,DB0-m2_o19_o27_f0_nbo.sym.5_repeat.cif,2,2,0,17,5,1,0.179275667,0.124491332,1.440065458
26627,DB0-m2_o20_o29_f0_nbo.sym.22_repeat.cif,2,3,0,19,19,1,0.250445327,0.173922442,1.439982806
26628,DB0-m2_o11_o20_f0_nbo.sym.24_repeat.cif,2,14,10,3,0,1,0.135051072,0.09378736,1.439970928
26629,DB0-m2_o2_o23_f0_nbo_repeat.cif,2,11,0,1,0,1,0.227381361,0.157908771,1.43995397
26630,DB0-m2_o6_o7_f0_nbo.sym.54_repeat.cif,2,5,20,7,0,1,0.223706988,0.155358748,1.439938144
26631,DB0-m2_o7_o17_f0_nbo.sym.127_repeat.cif,2,7,7,4,0,1,0.246927533,0.171487114,1.439918882
26632,DB0-m2_o2_o7_f0_nbo.sym.22_repeat.cif,2,11,2,7,2,1,0.217230507,0.150865463,1.439895537
26633,DB0-m2_o6_o19_f0_nbo.sym.90_repeat.cif,2,5,6,2,0,1,0.188304951,0.130778924,1.439872306
26634,DB0-m2_o19_o32_tfz_repeat.cif,2,2,0,38,0,7,0.218110072,0.151484408,1.439818621
26635,DB0-m3_o23_o23_f0_nbo.sym.90_repeat.cif,1,1,27,1,0,1,0.232804441,0.161695916,1.439766982
26636,DB0-m3_o7_o27_f0_nbo.sym.106_repeat.cif,1,7,23,17,0,1,0.282340049,0.196104361,1.439743861
26637,DB0-m3_o20_o24_f0_nbo.sym.138_repeat.cif,1,3,0,13,6,1,0.150499378,0.104539844,1.439636527
26638,DB0-m2_o6_o27_f0_nbo.sym.4_repeat.cif,2,5,28,17,0,1,0.230973224,0.160442568,1.439600649
26639,DB0-m2_o20_o29_f0_nbo.sym.25_repeat.cif,2,3,0,19,8,1,0.253111204,0.175825369,1.439560201
26640,DB0-m2_o2_o25_f0_nbo.sym.99_repeat.cif,2,11,0,10,1,1,0.215191244,0.149488465,1.439517382
26641,DB0-m2_o2_o27_f0_nbo.sym.6_repeat.cif,2,11,5,17,5,1,0.208758781,0.145021759,1.439499721
26643,DB0-m3_o23_o23_f0_nbo.sym.86_repeat.cif,1,1,21,1,0,1,0.23091412,0.160420221,1.439432757
26644,DB0-m3_o6_o6_f0_nbo.sym.2_repeat.cif,1,5,11,5,11,1,0.24278483,0.168686214,1.439268947
26645,DB0-m3_o20_o23_f0_nbo.sym.109_repeat.cif,1,3,0,1,25,1,0.198799962,0.138125791,1.439267499
26646,DB0-m3_o2_o20_f0_nbo.sym.1_repeat.cif,1,11,0,3,0,1,0.22714166,0.157835101,1.439107387
26647,DB0-m3_o2_o27_f0_nbo.sym.101_repeat.cif,1,11,0,17,9,1,0.218457955,0.151801921,1.439098759
26648,DB0-m3_o3_o19_f0_nbo.sym.28_repeat.cif,1,15,8,2,0,1,0.215919032,0.150040117,1.439075337
26650,DB0-m2_o11_o20_f0_nbo.sym.11_repeat.cif,2,14,1,3,0,1,0.155395786,0.107997836,1.438878696
26651,DB0-m2_o2_o3_f0_nbo.sym.95_repeat.cif,2,11,6,15,6,1,0.184865655,0.128479881,1.438868515
26652,DB0-m2_o6_o14_f0_nbo.sym.1_repeat.cif,2,5,0,12,0,1,0.203729105,0.141590258,1.438863861
26653,DB0-m2_o3_o3_f0_nbo.sym.61_repeat.cif,2,15,7,15,7,1,0.273430498,0.190041761,1.438791646
26654,DB0-m2_o19_o25_f0_nbo.sym.106_repeat.cif,2,2,0,10,16,1,0.171119976,0.118938907,1.438721608
26655,DB0-m3_o23_o25_f0_nbo.sym.163_repeat.cif,1,1,0,10,20,1,0.238245425,0.165596678,1.438708963
26656,DB0-m3_o7_o17_f0_nbo.sym.45_repeat.cif,1,7,12,4,0,1,0.238169209,0.165546564,1.4386841
26657,DB0-m2_o2_o23_f0_nbo.sym.1_repeat.cif,2,11,0,1,0,1,0.224243011,0.155866978,1.438681974
26658,DB0-m3_o32_o6_tfo_repeat.cif,1,38,0,5,0,10,0.249834062,0.173660966,1.438631074
26659,DB0-m3_o6_o19_f0_nbo.sym.58_repeat.cif,1,5,23,2,0,1,0.194861033,0.135449703,1.438622815
26660,DB0-m3_o6_o7_f0_nbo.sym.119_repeat.cif,1,5,13,7,13,1,0.223399613,0.155294838,1.438551439
26661,DB0-m3_o2_und_repeat.cif,1,11,0,11,0,24,0.212659851,0.147832426,1.438519656
26662,DB0-m3_o6_o6_f0_nbo.sym.10_repeat.cif,1,5,10,5,10,1,0.14756049,0.10258025,1.438488312
26663,DB0-m2_o11_o20_f0_nbo.sym.55_repeat.cif,2,14,21,3,0,1,0.13836534,0.096192122,1.43842695
26664,DB0-m2_o3_o17_f0_nbo.sym.16_repeat.cif,2,15,2,4,2,1,0.253767371,0.176420474,1.43842359
26665,DB0-m2_o20_o24_f0_nbo.sym.69_repeat.cif,2,3,0,13,27,1,0.157733776,0.109657433,1.438423024
26666,DB0-m3_o7_o27_f0_nbo.sym.46_repeat.cif,1,7,12,17,12,1,0.243282733,0.169133678,1.43840503
26668,DB0-m2_o19_o25_f0_nbo.sym.35_repeat.cif,2,2,0,10,15,1,0.169733929,0.118011402,1.438284145
26669,DB0-m3_o19_o23_f0_nbo.sym.35_repeat.cif,1,2,0,1,15,1,0.160973728,0.111922181,1.438264753
26670,DB0-m2_o20_o29_f0_nbo.sym.18_repeat.cif,2,3,0,19,12,1,0.234906503,0.163329459,1.438237196
26671,DB0-m3_o7_o24_f0_nbo.sym.49_repeat.cif,1,7,0,13,12,1,0.207793509,0.144484593,1.438170709
26672,DB0-m3_o6_o17_f0_nbo.sym.11_repeat.cif,1,5,1,4,1,1,0.216707249,0.150687473,1.438123853
26673,DB0-m2_o7_o17_f0_nbo.sym.20_repeat.cif,2,7,2,4,2,1,0.191669012,0.13327988,1.43809412
26674,DB0-m2_o6_o19_f0_nbo.sym.63_repeat.cif,2,5,23,2,0,1,0.189900592,0.132051898,1.438075444
26675,DB0-m3_o11_o20_f0_nbo.sym.105_repeat.cif,1,14,7,3,0,1,0.159952283,0.111228482,1.438051476
26676,DB0-m3_o7_o24_f0_nbo_repeat.cif,1,7,0,13,0,1,0.21340686,0.148404297,1.438009983
26677,DB0-m2_o3_o19_f0_nbo.sym.74_repeat.cif,2,15,6,2,0,1,0.215583397,0.149918455,1.438004397
26678,DB0-m2_o2_o29_f0_nbo.sym.7_repeat.cif,2,11,5,19,0,1,0.252900497,0.175869727,1.43799903
26679,DB0-m2_o6_o19_f0_nbo.sym.64_repeat.cif,2,5,23,2,0,1,0.190776271,0.132671398,1.437960809
26681,DB0-m2_o2_o25_f0_nbo.sym.84_repeat.cif,2,11,0,10,17,1,0.204324778,0.142095175,1.437943112
26683,DB0-m2_o6_o7_f0_nbo.sym.117_repeat.cif,2,5,13,7,13,1,0.205745811,0.143085205,1.437925117
26686,DB0-m2_o6_o32_tfo_repeat.cif,2,5,0,38,0,10,0.245069747,0.170447416,1.437802654
26687,DB0-m3_o19_o25_f0_nbo.sym.28_repeat.cif,1,2,0,10,4,1,0.174325194,0.121244308,1.437801057
26688,DB0-m3_o2_o28_f0_nbo.sym.65_repeat.cif,1,11,17,8,17,1,0.150065947,0.104371937,1.437799777
26689,DB0-m3_o19_o23_f0_nbo.sym.12_repeat.cif,1,2,0,1,1,1,0.180923365,0.125837633,1.437752451
26690,DB0-m2_o7_o17_f0_nbo.sym.131_repeat.cif,2,7,0,4,13,1,0.233084837,0.162119325,1.437736293
26691,DB0-m2_o19_o27_f0_nbo.sym.63_repeat.cif,2,2,0,17,9,1,0.182725505,0.127093592,1.437723985
26692,DB0-m2_o6_o17_f0_nbo.sym.28_repeat.cif,2,5,4,4,4,1,0.218914888,0.152268216,1.437692604
26693,DB0-m3_o6_o7_f0_nbo.sym.30_repeat.cif,1,5,0,7,26,1,0.227786632,0.158446918,1.437621098
26694,DB0-m3_o3_o22_f0_nbo.sym.74_repeat.cif,1,15,0,9,22,1,0.207444438,0.144300408,1.437587328
26695,DB0-m3_o2_o28_f0_nbo.sym.74_repeat.cif,1,11,16,8,0,1,0.230291514,0.160198014,1.437542873
26696,DB0-m3_o19_o28_f0_nbo.sym.6_repeat.cif,1,2,0,8,3,1,0.20291668,0.141157726,1.437517355
26697,DB0-m3_o7_o20_f0_nbo.sym.123_repeat.cif,1,7,6,3,0,1,0.208669128,0.145163971,1.437471894
26699,DB0-m2_o20_o25_f0_nbo.sym.7_repeat.cif,2,3,0,10,28,1,0.197509696,0.137406021,1.437416603
26700,DB0-m2_o3_o24_f0_nbo.sym.6_repeat.cif,2,15,0,13,5,1,0.211147397,0.146896799,1.43738597
26701,DB0-m2_o6_o17_f0_nbo.sym.30_repeat.cif,2,5,4,4,4,1,0.221065322,0.153803946,1.437318922
26702,DB0-m3_o6_o22_f0_nbo.sym.63_repeat.cif,1,5,0,9,8,1,0.180037096,0.125268907,1.437204973
26703,DB0-m3_o23_o23_f0_nbo.sym.1_repeat.cif,1,1,0,1,0,1,0.240369715,0.167248532,1.43720075
26704,DB0-m3_o6_o28_f0_nbo.sym.99_repeat.cif,1,5,13,8,13,1,0.243618053,0.169510809,1.437183002
26705,DB0-m3_o7_o27_f0_nbo.sym.32_repeat.cif,1,7,10,17,10,1,0.157196542,0.109378768,1.437176018
26706,DB0-m2_o7_o19_f0_nbo.sym.116_repeat.cif,2,7,20,2,0,1,0.183902111,0.127961812,1.437164009
26707,DB0-m3_o20_o22_f0_nbo.sym.92_repeat.cif,1,3,0,9,13,1,0.139969904,0.09739697,1.437107376
26708,DB0-m3_o11_o20_f0_nbo.sym.107_repeat.cif,1,14,13,3,0,1,0.162173887,0.112847738,1.437103566
26709,DB0-m2_o8_ukk_repeat.cif,2,27,0,27,0,74,0.207295359,0.14425294,1.437026926
26710,DB0-m2_o2_o3_f0_nbo.sym.46_repeat.cif,2,11,14,15,0,1,0.202992332,0.141259117,1.437021103
26711,DB0-m3_o3_o17_f0_nbo.sym.4_repeat.cif,1,15,28,4,0,1,0.225359774,0.156824337,1.437020417
26712,DB0-m2_o3_o19_f0_nbo.sym.29_repeat.cif,2,15,19,2,0,1,0.210284704,0.146336484,1.436994377
26713,DB0-m3_o2_o6_f0_nbo.sym.9_repeat.cif,1,11,3,5,0,1,0.224399314,0.156167815,1.436911399
26715,DB0-m2_o2_yug_repeat.cif,2,11,0,11,0,41,0.238863952,0.166240252,1.436859899
26716,DB0-m3_o2_o29_f0_nbo.sym.14_repeat.cif,1,11,18,19,0,1,0.264773066,0.184273642,1.436847194
26717,DB0-m3_o2_o28_f0_nbo.sym.27_repeat.cif,1,11,0,8,15,1,0.235597075,0.163972999,1.436804088
26718,DB0-m2_o7_o19_f0_nbo.sym.29_repeat.cif,2,7,4,2,0,1,0.199418781,0.13879638,1.436772206
26720,DB0-m2_o2_o7_f0_nbo.sym.90_repeat.cif,2,11,0,7,9,1,0.225446674,0.15692632,1.436640292
26723,DB0-m3_o2_unc_repeat.cif,1,11,0,11,0,15,0.222042113,0.154576801,1.436451728
26724,DB0-m3_o19_o23_f0_nbo.sym.108_repeat.cif,1,2,0,1,13,1,0.17285216,0.120335147,1.436422898
26725,DB0-m2_o6_o27_f0_nbo.sym.24_repeat.cif,2,5,0,17,10,1,0.183902925,0.128028873,1.43641759
26726,DB0-m2_o20_o29_f0_nbo.sym.51_repeat.cif,2,3,0,19,1,1,0.245894408,0.171185908,1.436417348
26727,DB0-m2_o3_o5_f0_nbo.sym.81_repeat.cif,2,15,7,16,0,1,0.199558046,0.138936471,1.43632586
26728,DB0-m3_o11_o20_f0_nbo.sym.104_repeat.cif,1,14,7,3,0,1,0.165400642,0.115157281,1.43630208
26729,DB0-m3_o23_o23_f0_nbo.sym.167_repeat.cif,1,1,13,1,0,1,0.23636036,0.164572383,1.436209134
26730,DB0-m3_o6_o17_f0_nbo.sym.118_repeat.cif,1,5,7,4,7,1,0.228386752,0.159021675,1.436198877
26731,DB0-m2_o2_o29_f0_nbo.sym.58_repeat.cif,2,11,22,19,0,1,0.243800929,0.169754685,1.436195587
26732,DB0-m3_o7_o20_f0_nbo.sym.2_repeat.cif,1,7,11,3,0,1,0.261674211,0.182200609,1.436187355
26733,DB0-m2_o19_o27_f0_nbo.sym.19_repeat.cif,2,2,0,17,4,1,0.180657629,0.125796639,1.436108558
26734,DB0-m3_o21_ptt_repeat.cif,1,28,0,28,0,23,0.184082054,0.128182723,1.436090991
26737,DB0-m2_o7_o19_f0_nbo.sym.36_repeat.cif,2,7,12,2,0,1,0.180151385,0.125455025,1.435983816
26738,DB0-m2_o6_o27_f0_nbo.sym.71_repeat.cif,2,5,22,17,0,1,0.24071697,0.16763284,1.435977402
26739,DB0-m2_o11_o20_f0_nbo.sym.34_repeat.cif,2,14,15,3,0,1,0.14297953,0.099575982,1.435883701
26740,DB0-m3_o3_o7_f0_nbo.sym.64_repeat.cif,1,15,0,7,1,1,0.295890671,0.206069993,1.43587461
26741,DB0-m2_o2_uog_repeat.cif,2,11,0,11,0,22,0.236802434,0.164919386,1.435867789
26742,DB0-m3_o20_o22_f0_nbo.sym.36_repeat.cif,1,3,0,9,15,1,0.152132332,0.105953055,1.435846579
26743,DB0-m2_o6_o28_f0_nbo.sym.35_repeat.cif,2,5,0,8,19,1,0.256886197,0.178913032,1.435816017
26744,DB0-m3_o2_o6_f0_nbo.sym.58_repeat.cif,1,11,1,5,0,1,0.21744845,0.151447937,1.43579671
26745,DB0-m2_o19_o23_f0_nbo.sym.99_repeat.cif,2,2,0,1,13,1,0.171372147,0.119364971,1.435698814
26746,DB0-m3_o20_o24_f0_nbo.sym.122_repeat.cif,1,3,0,13,20,1,0.163463927,0.113857341,1.435690714
26747,DB0-m3_o19_o29_f0_nbo_repeat.cif,1,2,0,19,0,1,0.229207964,0.159653752,1.435656607
26748,DB0-m2_o7_o28_f0_nbo.sym.37_repeat.cif,2,7,15,8,15,1,0.257518089,0.1793752,1.435639316
26749,DB0-m3_o7_o19_f0_nbo.sym.18_repeat.cif,1,7,24,2,0,1,0.209277751,0.145779657,1.435575817
26750,DB0-m3_o3_o17_f0_nbo.sym.14_repeat.cif,1,15,3,4,0,1,0.278704309,0.19414124,1.435574993
26751,DB0-m2_o7_o28_f0_nbo.sym.65_repeat.cif,2,7,14,8,0,1,0.258166436,0.17984273,1.435512211
26752,DB0-m2_o11_o19_f0_nbo.sym.1_repeat.cif,2,14,0,2,0,1,0.143967007,0.100291033,1.435492321
26753,DB0-m2_o6_o25_f0_nbo.sym.11_repeat.cif,2,5,5,10,5,1,0.195763445,0.136377545,1.435452184
26754,DB0-m2_o7_o20_f0_nbo.sym.10_repeat.cif,2,7,5,3,0,1,0.205612276,0.143240084,1.435438113
26755,DB0-m3_o19_o23_f0_nbo.sym.105_repeat.cif,1,2,0,1,7,1,0.157246176,0.109550809,1.435372108
26756,DB0-m2_o19_o22_f0_nbo_repeat.cif,2,2,0,9,0,1,0.139083977,0.09690008,1.43533398
26757,DB0-m2_o20_o20_f0_pcu.sym.1_repeat.cif,2,3,0,3,0,3,0.167995866,0.117045216,1.435307405
26758,DB0-m2_o19_o28_f0_nbo.sym.8_repeat.cif,2,2,0,8,2,1,0.194985724,0.135851809,1.435282498
26759,DB0-m3_o7_o17_f0_nbo.sym.10_repeat.cif,1,7,5,4,5,1,0.200039049,0.139374616,1.435261708
26760,DB0-m3_o6_o19_f0_nbo.sym.3_repeat.cif,1,5,5,2,0,1,0.186304534,0.12980944,1.435215606
26762,DB0-m3_o6_o17_f0_nbo.sym.14_repeat.cif,1,5,18,4,0,1,0.228076201,0.158917295,1.435188039
26763,DB0-m2_o23_o23_f0_nbo.sym.27_repeat.cif,2,1,24,1,0,1,0.2071583,0.144346333,1.435147644
26764,DB0-m2_o19_o23_f0_nbo.sym.34_repeat.cif,2,2,0,1,15,1,0.168123316,0.117148332,1.435131962
26765,DB0-m3_o25_wut_repeat.cif,1,10,0,10,0,76,0.20805854,0.14497839,1.435100361
26767,DB0-m2_o6_o7_f0_nbo.sym.9_repeat.cif,2,5,5,7,5,1,0.20956671,0.146033445,1.435059687
26768,DB0-m2_o2_uoj_repeat.cif,2,11,0,11,0,26,0.230428444,0.160572766,1.435040632
26769,DB0-m3_o3_o19_f0_nbo.sym.25_repeat.cif,1,15,12,2,0,1,0.229621913,0.160016698,1.434987192
26770,DB0-m2_o3_o19_f0_nbo.sym.64_repeat.cif,2,15,9,2,0,1,0.21912842,0.152705181,1.434976989
26771,DB0-m3_o23_o25_f0_nbo.sym.1_repeat.cif,1,1,0,10,0,1,0.239858348,0.167152084,1.43497073
26772,DB0-m3_o19_o23_f0_nbo.sym.90_repeat.cif,1,2,0,1,9,1,0.17429859,0.121468498,1.434928343
26773,DB0-m3_o7_o20_f0_nbo.sym.81_repeat.cif,1,7,22,3,0,1,0.1773275,0.123584895,1.434863865
26774,DB0-m2_o3_o22_f0_nbo.sym.14_repeat.cif,2,15,0,9,18,1,0.220219838,0.153478235,1.434860373
26776,DB0-m3_o11_o20_f0_nbo.sym.29_repeat.cif,1,14,4,3,0,1,0.164720346,0.114810746,1.434711919
26777,DB0-m2_o3_o19_f0_nbo.sym.37_repeat.cif,2,15,21,2,0,1,0.212408056,0.148070575,1.434505508
26778,DB0-m3_o2_o6_f0_nbo.sym.19_repeat.cif,1,11,0,5,4,1,0.22613696,0.157643351,1.434484603
26779,DB0-m3_o6_o28_f0_nbo.sym.50_repeat.cif,1,5,21,8,21,1,0.227068427,0.158299628,1.434421735
26780,DB0-m2_o3_o24_f0_nbo.sym.94_repeat.cif,2,15,0,13,1,1,0.218432128,0.152292538,1.434293043
26781,DB0-m3_o3_o19_f0_nbo.sym.40_repeat.cif,1,15,8,2,0,1,0.217073846,0.151350475,1.434246216
26782,DB0-m2_o19_o24_f0_nbo.sym.131_repeat.cif,2,2,0,13,7,1,0.137569798,0.095919431,1.434222419
26783,DB0-m2_o20_o28_f0_nbo.sym.57_repeat.cif,2,3,0,8,6,1,0.210843429,0.147009614,1.434215241
26785,DB0-m2_o2_o28_f0_nbo.sym.76_repeat.cif,2,11,20,8,0,1,0.215078812,0.149975941,1.434088771
26786,DB0-m2_o6_o19_f0_nbo.sym.73_repeat.cif,2,5,9,2,0,1,0.194950602,0.135946623,1.434023127
26787,DB0-m3_o7_o19_f0_nbo.sym.2_repeat.cif,1,7,11,2,0,1,0.211705394,0.147636321,1.433965526
26788,DB0-m3_o20_o22_f0_nbo.sym.94_repeat.cif,1,3,0,9,6,1,0.158458202,0.110504781,1.433948834
26789,DB0-m2_o23_o23_f0_nbo.sym.162_repeat.cif,2,1,25,1,0,1,0.218079595,0.152096946,1.433819679
26790,DB0-m2_o6_o27_f0_nbo.sym.87_repeat.cif,2,5,1,17,1,1,0.2391504,0.166799429,1.433760302
26791,DB0-m3_o20_o28_f0_nbo.sym.49_repeat.cif,1,3,0,8,23,1,0.245207351,0.171024413,1.433756424
26792,DB0-m2_o3_o6_f0_nbo.sym.7_repeat.cif,2,15,1,5,1,1,0.189401647,0.132105559,1.433714444
26793,DB0-m2_o6_o6_f0_nbo.sym.37_repeat.cif,2,5,13,5,13,1,0.184454788,0.128661552,1.433643427
26794,DB0-m2_o20_o22_f0_nbo.sym.16_repeat.cif,2,3,0,9,24,1,0.156903902,0.109446994,1.433606322
26795,DB0-m3_o6_o17_f0_nbo.sym.32_repeat.cif,1,5,4,4,4,1,0.223514059,0.155910719,1.433602899
26796,DB0-m2_o7_o20_f0_nbo.sym.20_repeat.cif,2,7,18,3,0,1,0.25188492,0.175707207,1.433549165
26797,DB0-m3_o7_o25_f0_nbo.sym.108_repeat.cif,1,7,0,10,22,1,0.257089689,0.179338318,1.433545777
26798,DB0-m2_o3_o22_f0_nbo.sym.37_repeat.cif,2,15,0,9,12,1,0.215500743,0.150330542,1.433512719
26799,DB0-m3_o19_o25_f0_nbo.sym.2_repeat.cif,1,2,0,10,11,1,0.179997212,0.125564087,1.43350871
26800,DB0-m3_o3_o11_f0_nbo.sym.53_repeat.cif,1,15,0,14,14,1,0.236118876,0.164714803,1.433501252
