NO.,name,metal,linker1,linker1_F,linker2,linker2_F,topology,N_CH4,N_N2,S_CH4_N2
1,DB0-m3_o490_o15_f0_fsc.sym.9_repeat.cif,1,34,0,18,17,2,2.206962698,0.161675368,13.65058095
2,DB0-m3_o490_o15_f0_fsc.sym.2_repeat.cif,1,34,0,18,11,2,2.646352596,0.206314909,12.82676372
3,DB0-m3_o460_o14_f0_fsc.sym.15_repeat.cif,1,32,10,12,10,2,1.919139582,0.153462568,12.50558757
4,DB0-m3_o460_o14_f0_fsc.sym.14_repeat.cif,1,32,10,12,10,2,1.955871023,0.160926733,12.15379811
5,DB0-m3_o47_o15_f0_fsc.sym.8_repeat.cif,1,30,0,18,18,2,2.784721399,0.231546056,12.02664146
6,DB0-m3_o490_o15_f0_fsc.sym.6_repeat.cif,1,34,0,18,2,2,2.31120573,0.192811333,11.986877
7,DB0-m3_o490_o15_f0_fsc.sym.7_repeat.cif,1,34,0,18,2,2,2.315173161,0.195201822,11.86040752
8,DB0-m3_o490_o15_f0_fsc.sym.4_repeat.cif,1,34,0,18,3,2,2.46479919,0.208594871,11.81620227
9,DB0-m3_o490_o15_f0_fsc.sym.3_repeat.cif,1,34,0,18,3,2,2.633897128,0.226634943,11.62176092
10,DB0-m3_o460_o14_f0_fsc.sym.3_repeat.cif,1,32,5,12,5,2,2.258295059,0.198889006,11.35454949
11,DB0-m3_o46_o14_f0_fsc.sym.16_repeat.cif,1,32,4,12,4,2,2.349794774,0.207778949,11.30910896
12,DB0-m3_o460_o14_f0_fsc.sym.6_repeat.cif,1,32,0,12,1,2,2.028834914,0.181657702,11.16844976
13,DB0-m3_o490_o15_f0_fsc.sym.5_repeat.cif,1,34,0,18,2,2,2.512388226,0.225700978,11.1314902
14,DB0-m3_o490_o15_f0_fsc.sym.8_repeat.cif,1,34,0,18,2,2,2.460918495,0.22161721,11.10436548
15,DB0-m3_o45_o15_f0_fsc.sym.16_repeat.cif,1,25,10,18,10,2,1.729315172,0.157306653,10.99327421
16,DB0-m3_o460_o14_f0_fsc.sym.5_repeat.cif,1,32,0,12,5,2,2.234192761,0.204092509,10.9469611
17,DB0-m3_o46_o14_f0_fsc.sym.17_repeat.cif,1,32,4,12,4,2,2.264098938,0.207750896,10.89814285
18,DB0-m3_o1_o46_f0_fsc.sym.14_repeat.cif,1,6,10,32,0,2,1.770961068,0.163173462,10.85324196
19,DB0-m3_o490_o15_f0_fsc.sym.1_repeat.cif,1,34,0,18,0,2,2.58652571,0.23856561,10.84198898
20,DB0-m3_o46_o14_f0_fsc.sym.8_repeat.cif,1,32,18,12,0,2,2.343118967,0.216820241,10.80673538
21,DB0-m3_o16_o460_f0_fsc.sym.20_repeat.cif,1,20,16,32,16,2,2.485332729,0.230002675,10.80566882
23,DB0-m3_o46_o14_f0_fsc.sym.3_repeat.cif,1,32,0,12,1,2,2.297464044,0.21729617,10.57296151
24,DB0-m3_o47_o15_f0_fsc.sym.21_repeat.cif,1,30,16,18,0,2,2.597563896,0.246109923,10.55448665
25,DB0-m3_o46_o14_f0_fsc.sym.4_repeat.cif,1,32,1,12,0,2,1.993353225,0.188888511,10.55306761
27,DB0-m3_o46_o14_f0_fsc.sym.6_repeat.cif,1,32,3,12,3,2,2.237997129,0.213083855,10.50289395
28,DB0-m3_o46_o14_f0_fsc.sym.18_repeat.cif,1,32,12,12,0,2,2.319687059,0.221407622,10.4769973
29,DB0-m3_o14_o47_f0_fsc.sym.8_repeat.cif,1,12,5,30,5,2,2.244492506,0.215554832,10.41262906
31,DB0-m3_o48_o15_f0_fsc.sym.2_repeat.cif,1,35,0,18,1,2,1.72084457,0.167069393,10.30017848
32,DB0-m3_o13_o46_f0_fsc.sym.3_repeat.cif,1,22,28,32,0,2,1.858871973,0.180668222,10.2888707
33,DB0-m3_o1_o46_f0_fsc.sym.3_repeat.cif,1,6,5,32,0,2,2.16677495,0.210800433,10.27879745
35,DB0-m3_o47_o15_f0_fsc.sym.3_repeat.cif,1,30,1,18,0,2,2.566016932,0.251780726,10.19147484
36,DB0-m3_o24_o49_f0_fsc.sym.5_repeat.cif,1,13,28,34,0,2,1.621997746,0.159339852,10.17948573
38,DB0-m3_o44_o13_f0_fsc.sym.4_repeat.cif,1,33,0,22,28,2,1.445877873,0.143404993,10.08247931
39,DB0-m3_o16_o460_f0_fsc.sym.22_repeat.cif,1,20,25,32,0,2,2.091705784,0.207729291,10.06938296
40,DB0-m3_o46_o14_f0_fsc.sym.24_repeat.cif,1,32,0,12,9,2,2.26526006,0.225385332,10.05060993
41,DB0-m3_o47_o15_f0_fsc.sym.15_repeat.cif,1,30,12,18,0,2,2.487843117,0.248079577,10.02840762
42,DB0-m3_o46_o14_f0_fsc.sym.21_repeat.cif,1,32,17,12,0,2,1.959673009,0.195827327,10.00714783
43,DB0-m3_o46_o14_f0_fsc.sym.10_repeat.cif,1,32,2,12,2,2,2.194746453,0.219436582,10.00173459
44,DB0-m3_o460_o13_f0_fsc.sym.30_repeat.cif,1,32,0,22,14,2,2.139921442,0.215469669,9.931427722
45,DB0-m3_o16_o46_f0_fsc.sym.2_repeat.cif,1,20,28,32,0,2,2.498218291,0.251652794,9.927242403
46,DB0-m3_o49_o14_f0_fsc.sym.2_repeat.cif,1,34,0,12,11,2,2.455093112,0.248782672,9.868424879
47,DB0-m3_o460_o4_f0_fsc.sym.5_repeat.cif,1,32,11,24,11,2,2.111772103,0.215662008,9.792045083
48,DB0-m3_o460_o14_f0_fsc.sym.7_repeat.cif,1,32,1,12,0,2,2.24809179,0.229668145,9.788435368
49,DB0-m3_o46_o14_f0_fsc.sym.5_repeat.cif,1,32,0,12,3,2,2.292310948,0.234451878,9.777319638
50,DB0-m3_o46_o14_f0_fsc.sym.9_repeat.cif,1,32,2,12,0,2,2.197833467,0.225827091,9.732372936
51,DB0-m3_o460_o4_f0_fsc.sym.8_repeat.cif,1,32,5,24,5,2,2.133889668,0.219401106,9.725974974
52,DB0-m3_o460_o14_f0_fsc.sym.19_repeat.cif,1,32,15,12,0,2,2.341174052,0.241111402,9.709926749
53,DB0-m3_o1_o490_f0_fsc.sym.13_repeat.cif,1,6,15,34,0,2,2.062053541,0.212455838,9.705798453
54,DB0-m3_o1_o460_f0_fsc.sym.2_repeat.cif,1,6,11,32,0,2,2.039413889,0.210386024,9.693675685
55,DB0-m3_o4_o46_f0_fsc.sym.58_repeat.cif,1,24,17,32,0,2,1.810642964,0.187060003,9.679476838
56,DB0-m3_o46_o14_f0_fsc.sym.11_repeat.cif,1,32,0,12,2,2,2.211281698,0.228541253,9.675634786
57,DB0-m3_o47_o15_f0_fsc.sym.9_repeat.cif,1,30,2,18,2,2,2.211480085,0.228595953,9.674187363
58,DB0-m3_o47_o15_f0_fsc.sym.22_repeat.cif,1,30,9,18,0,2,2.512124334,0.260384191,9.647760581
59,DB0-m3_o45_o15_f0_fsc.sym.26_repeat.cif,1,25,16,18,0,2,2.130530199,0.221098394,9.636117932
60,DB0-m3_o48_o15_f0_fsc.sym.4_repeat.cif,1,35,3,18,3,2,2.314860347,0.240241799,9.635543682
61,DB0-m3_o46_o14_f0_fsc.sym.2_repeat.cif,1,32,11,12,0,2,2.327175807,0.241639192,9.630787901
62,DB0-m3_o4_o46_f0_fsc.sym.49_repeat.cif,1,24,0,32,14,2,1.969980544,0.204855052,9.61646064
63,DB0-m3_o460_o14_f0_fsc.sym.31_repeat.cif,1,32,13,12,0,2,2.297184377,0.23913263,9.606319224
64,DB0-m3_o45_o15_f0_fsc.sym.18_repeat.cif,1,25,0,18,15,2,2.477707742,0.257992077,9.60381331
65,DB0-m3_o460_o14_f0_fsc.sym.22_repeat.cif,1,32,21,12,0,2,2.321337298,0.242294651,9.580637824
66,DB0-m3_o49_o15_f0_fsc.sym.2_repeat.cif,1,34,0,18,2,2,2.250022968,0.234954173,9.576433305
67,DB0-m3_o47_o15_f0_fsc.sym.11_repeat.cif,1,30,10,18,0,2,2.192446547,0.229123361,9.568847716
69,DB0-m3_o46_o14_f0_fsc.sym.12_repeat.cif,1,32,0,12,2,2,2.235886229,0.234736286,9.525098434
70,DB0-m3_o46_o14_f0_fsc.sym.7_repeat.cif,1,32,3,12,0,2,2.259741865,0.237506894,9.51442641
71,DB0-m3_o460_o14_f0_fsc.sym.21_repeat.cif,1,32,14,12,0,2,2.221391566,0.233869805,9.498411174
72,DB0-m3_o48_o15_f0_fsc.sym.6_repeat.cif,1,35,7,18,0,2,2.401178278,0.253210936,9.482916962
73,DB0-m3_o49_o14_f0_fsc.sym.13_repeat.cif,1,34,0,12,17,2,1.926928917,0.203214481,9.482242172
74,DB0-m3_o4_o46_f0_fsc.sym.2_repeat.cif,1,24,11,32,0,2,1.880942945,0.198396414,9.480730577
75,DB0-m3_o460_o14_f0_fsc.sym.20_repeat.cif,1,32,12,12,0,2,2.296825988,0.242386026,9.475901008
76,DB0-m3_o47_o15_f0_fsc.sym.2_repeat.cif,1,30,5,18,0,2,2.412001016,0.254588482,9.47411682
77,DB0-m3_o44_o15_f0_fsc.sym.13_repeat.cif,1,33,10,18,10,2,1.649715074,0.174463122,9.455952981
78,DB0-m3_o46_o14_f0_fsc.sym.1_repeat.cif,1,32,0,12,0,2,2.211995554,0.233929399,9.455825419
79,DB0-m3_o14_o47_f0_fsc.sym.65_repeat.cif,1,12,9,30,9,2,2.365201982,0.250693803,9.434624842
80,DB0-m3_o1_o490_f0_fsc.sym.6_repeat.cif,1,6,18,34,0,2,1.713592256,0.18165169,9.433395597
81,DB0-m3_o49_o15_f0_fsc.sym.1_repeat.cif,1,34,0,18,0,2,2.511977643,0.267646308,9.385437295
82,DB0-m3_o44_o15_f0_fsc.sym.24_repeat.cif,1,33,9,18,9,2,2.345568205,0.25007328,9.379523509
83,DB0-m3_o1_o49_f0_fsc.sym.13_repeat.cif,1,6,17,34,0,2,1.58748419,0.169420785,9.370067468
84,DB0-m3_o1_o46_f0_fsc.sym.28_repeat.cif,1,6,17,32,0,2,1.642652959,0.17569801,9.349297463
85,DB0-m3_o4_o46_f0_fsc.sym.6_repeat.cif,1,24,5,32,0,2,1.965607226,0.210321657,9.345719565
86,DB0-m3_o1_o490_f0_fsc.sym.35_repeat.cif,1,6,13,34,0,2,2.125592681,0.227945795,9.324991861
87,DB0-m3_o4_o46_f0_fsc.sym.91_repeat.cif,1,24,7,32,0,2,2.044504379,0.220112542,9.288450192
88,DB0-m3_o22_o47_f0_fsc.sym.9_repeat.cif,1,9,5,30,5,2,1.328271365,0.143115564,9.281110486
90,DB0-m3_o44_o15_f0_fsc.sym.16_repeat.cif,1,33,0,18,15,2,2.417624403,0.261329077,9.25126447
91,DB0-m3_o1_o490_f0_fsc.sym.27_repeat.cif,1,6,16,34,0,2,1.714874163,0.185475923,9.245804708
92,DB0-m3_o47_o15_f0_fsc.sym.6_repeat.cif,1,30,3,18,3,2,2.028437298,0.219513988,9.240583341
93,DB0-m3_o47_o15_f0_fsc.sym.5_repeat.cif,1,30,3,18,0,2,2.437786487,0.264085023,9.231066784
94,DB0-m3_o460_o14_f0_fsc.sym.13_repeat.cif,1,32,10,12,0,2,2.111529519,0.229156338,9.2143623
95,DB0-m3_o490_o22_f0_fsc.sym.27_repeat.cif,1,34,0,9,14,2,1.349785192,0.146557386,9.209943114
97,DB0-m3_o47_o15_f0_fsc.sym.7_repeat.cif,1,30,3,18,3,2,2.345760608,0.254759339,9.207751201
98,DB0-m3_o24_o490_f0_fsc.sym.42_repeat.cif,1,13,6,34,0,2,1.415626406,0.153926615,9.19676174
99,DB0-m3_o16_o460_f0_fsc.sym.24_repeat.cif,1,20,13,32,0,2,2.280298912,0.247966632,9.195990965
100,DB0-m3_o1_o46_f0_fsc.sym.5_repeat.cif,1,6,0,32,1,2,2.075150253,0.225662386,9.195818097
101,DB0-m3_o13_o46_f0_fsc.sym.30_repeat.cif,1,22,21,32,0,2,1.640089416,0.178856453,9.16986438
102,DB0-m3_o50_o15_f0_fsc.sym.5_repeat.cif,1,43,2,18,2,2,2.242644742,0.244578225,9.169437463
103,DB0-m3_o16_o46_f0_fsc.sym.17_repeat.cif,1,20,8,32,0,2,2.400265725,0.263975914,9.092745215
104,DB0-m3_o45_o15_f0_fsc.sym.3_repeat.cif,1,25,11,18,11,2,2.404864174,0.264749623,9.083541449
105,DB0-m3_o16_o46_f0_fsc.sym.24_repeat.cif,1,20,13,32,0,2,2.209930879,0.244238032,9.048266794
106,DB0-m3_o1_o460_f0_fsc.sym.11_repeat.cif,1,6,4,32,0,2,1.877872753,0.207553506,9.047656159
107,DB0-m3_o13_o46_f0_fsc.sym.29_repeat.cif,1,22,21,32,0,2,1.895156418,0.210138404,9.018610517
108,DB0-m3_o4_o46_f0_fsc.sym.12_repeat.cif,1,24,0,32,1,2,1.526915881,0.169381213,9.014670826
109,DB0-m3_o45_o15_f0_fsc.sym.2_repeat.cif,1,25,11,18,11,2,2.346968079,0.260715355,9.002032419
111,DB0-m3_o4_o46_f0_fsc.sym.10_repeat.cif,1,24,0,32,1,2,1.988499829,0.221219254,8.988818964
112,DB0-m3_o1_o490_f0_fsc.sym.26_repeat.cif,1,6,1,34,0,2,1.626333302,0.18114581,8.978034323
113,DB0-m3_o14_o45_f0_fsc_repeat.cif,1,12,0,25,0,2,2.127247478,0.237782966,8.94617269
114,DB0-m3_o1_o50_f0_fsc.sym.12_repeat.cif,1,6,17,43,0,2,1.525832781,0.170562092,8.94590799
115,DB0-m3_o460_o14_f0_fsc.sym.28_repeat.cif,1,32,9,12,0,2,2.248680286,0.251475244,8.941954884
116,DB0-m3_o51_o15_f0_fsc.sym.3_repeat.cif,1,29,11,18,11,2,2.433383541,0.272218571,8.939079854
117,DB0-m3_o44_o15_f0_fsc.sym.19_repeat.cif,1,33,0,18,14,2,1.847939141,0.206875117,8.9326313
118,DB0-m3_o1_o46_f0_fsc.sym.2_repeat.cif,1,6,11,32,0,2,1.780953303,0.199632306,8.921167792
120,DB0-m3_o460_o14_f0_fsc.sym.26_repeat.cif,1,32,16,12,0,2,1.826361671,0.205207843,8.900057832
121,DB0-m3_o4_o46_f0_fsc.sym.16_repeat.cif,1,24,3,32,3,2,1.77422047,0.199398311,8.897871114
122,DB0-m3_o48_o15_f0_fsc.sym.1_repeat.cif,1,35,0,18,0,2,2.395603428,0.269425677,8.891518624
123,DB0-m3_o1_o47_f0_fsc.sym.19_repeat.cif,1,6,10,30,10,2,1.662571565,0.18704738,8.888504973
124,DB0-m3_o1_o460_f0_fsc.sym.15_repeat.cif,1,6,9,32,0,2,1.965228241,0.221144077,8.886642005
125,DB0-m3_o44_o15_f0_fsc.sym.4_repeat.cif,1,33,5,18,5,2,2.138659466,0.240794078,8.881694614
126,DB0-m3_o4_o46_f0_fsc.sym.26_repeat.cif,1,24,10,32,10,2,1.515432082,0.170751368,8.875080198
127,DB0-m3_o16_o460_f0_fsc.sym.19_repeat.cif,1,20,16,32,0,2,2.336082648,0.263345897,8.870776715
128,DB0-m3_o1_o490_f0_fsc.sym.4_repeat.cif,1,6,1,34,0,2,1.927558547,0.217340841,8.868828069
129,DB0-m3_o4_o46_f0_fsc.sym.21_repeat.cif,1,24,2,32,2,2,1.681389938,0.189631273,8.866627934
130,DB0-m3_o490_o22_f0_fsc.sym.12_repeat.cif,1,34,0,9,10,2,1.439199814,0.162424689,8.860720743
131,DB0-m3_o13_o46_f0_fsc.sym.45_repeat.cif,1,22,9,32,0,2,2.302242604,0.259925623,8.857313019
132,DB0-m3_o16_o460_f0_fsc.sym.5_repeat.cif,1,20,5,32,5,2,2.531037473,0.285831652,8.854993679
133,DB0-m3_o51_o15_f0_fsc.sym.23_repeat.cif,1,29,1,18,1,2,2.065055407,0.233229616,8.854173171
134,DB0-m3_o24_o490_f0_fsc.sym.32_repeat.cif,1,13,16,34,0,2,1.43990077,0.162709053,8.849543082
136,DB0-m3_o4_o46_f0_fsc.sym.24_repeat.cif,1,24,2,32,2,2,1.838836902,0.20796521,8.842040925
138,DB0-m3_o13_o46_f0_fsc.sym.18_repeat.cif,1,22,10,32,0,2,1.963966644,0.222941671,8.809329539
139,DB0-m3_o16_o460_f0_fsc.sym.16_repeat.cif,1,20,0,32,1,2,2.718628368,0.309486069,8.78433195
140,DB0-m3_o13_o46_f0_fsc.sym.38_repeat.cif,1,22,23,32,0,2,1.558709133,0.178103392,8.751709438
141,DB0-m3_o13_o46_f0_fsc.sym.28_repeat.cif,1,22,8,32,0,2,1.632034233,0.186571262,8.747511365
142,DB0-m3_o16_o48_f0_fsc.sym.24_repeat.cif,1,20,12,35,0,2,2.351039886,0.268927973,8.742266054
143,DB0-m3_o49_o14_f0_fsc.sym.5_repeat.cif,1,34,0,12,5,2,2.241567049,0.256406945,8.742224387
144,DB0-m3_o16_o46_f0_fsc.sym.23_repeat.cif,1,20,13,32,0,2,2.391409639,0.27356182,8.741752195
145,DB0-m3_o1_o490_f0_fsc.sym.22_repeat.cif,1,6,17,34,0,2,1.728211186,0.197989571,8.728799063
146,DB0-m3_o48_o15_f0_fsc.sym.5_repeat.cif,1,35,0,18,2,2,2.345410387,0.268759085,8.726813411
147,DB0-m3_o16_o460_f0_fsc.sym.21_repeat.cif,1,20,9,32,9,2,2.522068428,0.289155249,8.722194855
148,DB0-m3_o16_o460_f0_fsc.sym.18_repeat.cif,1,20,0,32,16,2,2.676536216,0.30698726,8.71872082
150,DB0-m3_o16_o46_f0_fsc.sym.25_repeat.cif,1,20,6,32,0,2,2.254527784,0.258858052,8.709513832
151,DB0-m2_o14_o45_f0_fsc_repeat.cif,2,12,0,25,0,2,1.992189227,0.228830233,8.705970369
152,DB0-m3_o47_o15_f0_fsc.sym.10_repeat.cif,1,30,2,18,2,2,2.084885309,0.239702094,8.697818503
153,DB0-m3_o460_o14_f0_fsc.sym.23_repeat.cif,1,32,1,12,0,2,2.288401082,0.263135417,8.696666938
154,DB0-m3_o1_o490_f0_fsc.sym.21_repeat.cif,1,6,22,34,0,2,1.880306363,0.216788627,8.673454839
155,DB0-m3_o51_o15_f0_fsc.sym.18_repeat.cif,1,29,12,18,0,2,2.151205176,0.248068553,8.671817336
156,DB0-m3_o18_o46_f0_fsc.sym.11_repeat.cif,1,26,12,32,0,2,2.027687662,0.233891156,8.669364401
157,DB0-m3_o1_o490_f0_fsc.sym.25_repeat.cif,1,6,1,34,0,2,1.621186899,0.187111005,8.664305457
158,DB0-m3_o460_o14_f0_fsc.sym.12_repeat.cif,1,32,0,12,2,2,2.039997223,0.235543709,8.660801133
159,DB0-m3_o13_o46_f0_fsc.sym.5_repeat.cif,1,22,5,32,0,2,2.450722707,0.283233911,8.652645776
160,DB0-m3_o16_o460_f0_fsc.sym.2_repeat.cif,1,20,11,32,0,2,2.279478841,0.263582491,8.648066243
161,DB0-m3_o16_o460_f0_fsc.sym.13_repeat.cif,1,20,0,32,21,2,2.610759896,0.302310217,8.636029303
162,DB0-m3_o460_o13_f0_fsc.sym.8_repeat.cif,1,32,1,22,1,2,1.519253894,0.175929038,8.635606233
163,DB0-m3_o16_o50_f0_fsc.sym.29_repeat.cif,1,20,22,43,0,2,1.842835854,0.213508512,8.631205555
164,DB0-m3_o16_o460_f0_fsc.sym.15_repeat.cif,1,20,17,32,0,2,2.261203349,0.262709455,8.60724007
165,DB0-m3_o16_o46_f0_fsc.sym.19_repeat.cif,1,20,17,32,0,2,2.269652137,0.26379493,8.603850499
166,DB0-m3_o460_o13_f0_fsc.sym.18_repeat.cif,1,32,0,22,10,2,1.951297826,0.226882099,8.600492659
167,DB0-m3_o49_o14_f0_fsc.sym.17_repeat.cif,1,34,0,12,9,2,2.30921827,0.268531352,8.599436351
168,DB0-m3_o16_o47_f0_fsc.sym.30_repeat.cif,1,20,15,30,15,2,2.365463149,0.276010464,8.570193722
169,DB0-m3_o1_o490_f0_fsc.sym.29_repeat.cif,1,6,9,34,0,2,2.154967703,0.251590857,8.565365713
170,DB0-m3_o4_o46_f0_fsc.sym.22_repeat.cif,1,24,0,32,2,2,1.828533466,0.213651964,8.558467851
172,DB0-m3_o16_o46_f0_fsc.sym.15_repeat.cif,1,20,0,32,12,2,2.546203375,0.298179064,8.539175566
173,DB0-m3_o16_o46_f0_fsc.sym.14_repeat.cif,1,20,12,32,0,2,2.235944213,0.262164603,8.528779955
174,DB0-m3_o45_o15_f0_fsc.sym.6_repeat.cif,1,25,1,18,0,2,2.174855337,0.255093886,8.525705472
175,DB0-m3_o16_o460_f0_fsc.sym.25_repeat.cif,1,20,0,32,13,2,2.561591655,0.300524464,8.523737539
176,DB0-m3_o16_o460_f0_fsc.sym.4_repeat.cif,1,20,5,32,0,2,2.398859411,0.281602675,8.518595963
177,DB0-m3_o490_o22_f0_fsc.sym.19_repeat.cif,1,34,0,9,12,2,1.320887819,0.155068547,8.518089855
178,DB0-m3_o14_o47_f0_fsc.sym.69_repeat.cif,1,12,0,30,20,2,2.302481544,0.27037628,8.515841505
179,DB0-m3_o47_o15_f0_fsc.sym.1_repeat.cif,1,30,0,18,0,2,2.354826884,0.276545688,8.515145897
180,DB0-m3_o49_o14_f0_fsc.sym.3_repeat.cif,1,34,0,12,11,2,2.247798978,0.264278856,8.50540604
181,DB0-m3_o48_o14_f0_fsc.sym.29_repeat.cif,1,35,0,12,8,2,1.999846525,0.235436711,8.494200055
183,DB0-m3_o16_o46_f0_fsc.sym.5_repeat.cif,1,20,0,32,18,2,2.510756428,0.295989036,8.482599433
184,DB0-m3_o16_o47_f0_fsc.sym.31_repeat.cif,1,20,15,30,15,2,2.361379342,0.278428933,8.481084624
185,DB0-m3_o1_o44_f0_fsc.sym.16_repeat.cif,1,6,15,33,0,2,1.316229162,0.155265569,8.477276492
186,DB0-m3_o16_o460_f0_fsc.sym.17_repeat.cif,1,20,1,32,0,2,2.214307364,0.261606099,8.464280345
187,DB0-m3_o16_o460_f0_fsc.sym.11_repeat.cif,1,20,0,32,14,2,2.356858232,0.278798188,8.453635401
188,DB0-m3_o14_o47_f0_fsc.sym.73_repeat.cif,1,12,13,30,13,2,2.24493146,0.265691815,8.44938133
189,DB0-m3_o16_o460_f0_fsc.sym.14_repeat.cif,1,20,0,32,17,2,2.160251366,0.256533748,8.42092466
190,DB0-m3_o490_o22_f0_fsc.sym.51_repeat.cif,1,34,0,9,7,2,1.569381049,0.186498487,8.414980069
191,DB0-m3_o18_o460_f0_fsc.sym.19_repeat.cif,1,26,16,32,0,2,1.804827205,0.214729639,8.405114496
194,DB0-m3_o48_o14_f0_fsc.sym.8_repeat.cif,1,35,5,12,5,2,2.176079091,0.259170667,8.396317046
197,DB0-m3_o48_o18_f0_fsc.sym.18_repeat.cif,1,35,0,26,26,2,1.677486338,0.200314573,8.374260091
198,DB0-m3_o16_o460_f0_fsc.sym.23_repeat.cif,1,20,7,32,0,2,2.458048662,0.29353684,8.373901776
199,DB0-m3_o490_o22_f0_fsc.sym.3_repeat.cif,1,34,0,9,11,2,1.464151882,0.174849921,8.373763478
200,DB0-m3_o460_o14_f0_fsc.sym.1_repeat.cif,1,32,0,12,0,2,2.201828041,0.263217133,8.365063523
201,DB0-m3_o48_o4_f0_fsc.sym.80_repeat.cif,1,35,0,24,25,2,1.899679993,0.227152711,8.363008245
203,DB0-m2_o15_o47_f0_fsc_repeat.cif,2,18,0,30,0,2,2.116843978,0.253555216,8.348650887
204,DB0-m3_o460_o13_f0_fsc.sym.4_repeat.cif,1,32,5,22,5,2,2.317285641,0.277657243,8.345849779
205,DB0-m3_o18_o46_f0_fsc.sym.10_repeat.cif,1,26,15,32,0,2,1.806207686,0.216540562,8.341197937
206,DB0-m3_o44_o15_f0_fsc.sym.25_repeat.cif,1,33,0,18,13,2,2.220202308,0.266266176,8.33828141
207,DB0-m3_o43_o15_f0_fsc.sym.37_repeat.cif,1,21,0,18,17,2,1.603311346,0.192438916,8.33153386
208,DB0-m3_o44_o13_f0_fsc.sym.46_repeat.cif,1,33,0,22,21,2,1.206218103,0.144862379,8.326648434
209,DB0-m3_o4_o46_f0_fsc.sym.92_repeat.cif,1,24,7,32,0,2,1.800267082,0.21632292,8.322128233
210,DB0-m3_o45_o15_f0_fsc.sym.5_repeat.cif,1,25,0,18,5,2,2.109089827,0.2535187,8.319267282
211,DB0-m3_o490_o22_f0_fsc.sym.16_repeat.cif,1,34,0,9,4,2,0.935789167,0.112495509,8.318457974
212,DB0-m3_o14_o47_f0_fsc.sym.15_repeat.cif,1,12,3,30,3,2,1.906612744,0.229378531,8.312080193
213,DB0-m3_o4_o45_f0_fsc_repeat.cif,1,24,0,25,0,2,1.847276729,0.22229653,8.309966549
214,DB0-m3_o13_o46_f0_fsc.sym.6_repeat.cif,1,22,5,32,0,2,2.334884237,0.281064402,8.307292639
215,DB0-m3_o16_o46_f0_fsc.sym.20_repeat.cif,1,20,0,32,17,2,2.154864152,0.259522692,8.303182014
216,DB0-m3_o16_o460_f0_fsc.sym.7_repeat.cif,1,20,3,32,3,2,2.352723482,0.283477147,8.299517275
217,DB0-m3_o48_o1_f0_fsc.sym.26_repeat.cif,1,35,17,6,17,2,1.546389428,0.186343975,8.298574864
218,DB0-m18_o15_o47_f0_fsc_repeat.cif,4,18,0,30,0,2,2.285264453,0.275392129,8.29821992
219,DB0-m3_o22_o47_f0_fsc.sym.38_repeat.cif,1,9,26,30,0,2,1.342052099,0.161802129,8.294403217
220,DB0-m3_o460_o14_f0_fsc.sym.10_repeat.cif,1,32,3,12,0,2,2.198100704,0.265038036,8.293529257
221,DB0-m3_o43_o15_f0_fsc.sym.26_repeat.cif,1,21,0,18,8,2,1.890430594,0.228145981,8.286056965
222,DB0-m3_o1_o46_f0_fsc.sym.38_repeat.cif,1,6,7,32,0,2,1.998681236,0.241306412,8.282752283
224,DB0-m3_o45_o15_f0_fsc.sym.20_repeat.cif,1,25,8,18,0,2,2.105350977,0.254406598,8.275536069
225,DB0-m3_o18_o460_f0_fsc.sym.3_repeat.cif,1,26,0,32,1,2,2.642887592,0.319394827,8.274672505
226,DB0-m3_o44_o15_f0_fsc.sym.18_repeat.cif,1,33,14,18,0,2,1.832659146,0.221669897,8.26751476
227,DB0-m15_o15_o47_f0_fsc_repeat.cif,6,18,0,30,0,2,2.103827495,0.254485041,8.26699868
228,DB0-m3_o16_o48_f0_fsc.sym.45_repeat.cif,1,20,25,35,0,2,1.874051033,0.227195373,8.24863204
229,DB0-m3_o16_o46_f0_fsc.sym.13_repeat.cif,1,20,4,32,4,2,2.432904012,0.295094229,8.244498786
230,DB0-m3_o45_o15_f0_fsc.sym.23_repeat.cif,1,25,21,18,0,2,2.095125616,0.254248071,8.240477936
231,DB0-m3_o45_o15_f0_fsc.sym.25_repeat.cif,1,25,23,18,0,2,2.205945366,0.267851336,8.235707913
232,DB0-m3_o48_o14_f0_fsc.sym.32_repeat.cif,1,35,0,12,21,2,1.855782466,0.225351676,8.235050643
234,DB0-m3_o13_o46_f0_fsc.sym.13_repeat.cif,1,22,18,32,0,2,2.167144885,0.263262707,8.231871919
235,DB0-m3_o4_o46_f0_fsc.sym.1_repeat.cif,1,24,0,32,0,2,1.832094075,0.222570464,8.231523821
236,DB0-m3_o48_o14_f0_fsc.sym.41_repeat.cif,1,35,7,12,7,2,2.239555939,0.272108275,8.230385268
237,DB0-m3_o1_o47_f0_fsc.sym.7_repeat.cif,1,6,5,30,5,2,2.093215751,0.25443984,8.226760977
238,DB0-m3_o48_o14_f0_fsc.sym.11_repeat.cif,1,35,0,12,1,2,2.033759199,0.247416451,8.21998371
240,DB0-m3_o460_o13_f0_fsc.sym.39_repeat.cif,1,32,0,22,1,2,1.587982105,0.193301529,8.21505196
241,DB0-m3_o16_o460_f0_fsc.sym.8_repeat.cif,1,20,0,32,18,2,2.157739499,0.262669695,8.21464958
